Name,Price,Rating,Store,ProductLink
Iphone XS 512gb Bekas FullsetRp6.750.000Jakarta BaratBoboy Store(27),Rp6.750.000,5,Jakarta BaratBoboy Store,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_nhosKF6Aefbm-xgVY789CBUsthbm-FQRo2PcB5QiUEHZFiPcBWgZUEH_ypHAU7o_Ha6mFiyRCsUstfHAnDUMVj9RosQR-BUstpHA1XHsKNHsjFHpj7o_HhoiFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoq_zE_Ozu81OJqpVvzJJ7_92S8jOk__--q9P23_oZ8uKp_Mhg3J2ky1o-ojBk19uoqMoE_BzCHJOkyR26uJJF_32s8jB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qjNt_Oz0H1OIZMWHuOJO_3OgPJNI3_u68_n7_jPV81h1u_oqz72D_uzqq1NWu_Vqe7BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QAxN_jydPOxEeMgozsBM_1ydPOxEeMgoe7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjOR_BH781YJqRBvuJVE_OzzH1OEz_--q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMHp_c2-HjOEqpzo8Mra_1zsH1NE3_--QsnYUiFiP9oBrBY2gmUEUsnibm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_uPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEope7bm-FrMBsguYiq3ei6syFHmFigfYxQVY2gmUEHR7?page=2&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Flionelboy%2Fiphone-xs-512gb-bekas-fullset-grey%3Fsrc%3Dtopads&src=directory&management_type=1&dv=desktop
REDMI 5A 3GB RAM 32GB ROMRp734.000Kab. TangerangHideandseek(169),Rp734.000,5,Kab. TangerangHideandseek,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEopKRosnFos1DUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstabm-7q3OBUsthosHFHseOHpUdbm-srcHi6syFHmFiy3zwrfo5rM1i6sHFomdOoAjpopjNHAy76_Kpbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1O_oAoouJuR_Bzs8jOJ19B68MHa_jzo8JB2PfBgHO-N3Ao6QVByZM2xe7jfZ32uP1NEe_-ouJ7F_1z0HJO1u9xoqjuEZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32Cq1hAZSuiHsuk3Bo-ojBk_MxvucDh_1PGq7h91_uoQuB7_jPgo1NNHAz6z7uN_VzuHO2IZMhouV22_MOuHu2AZ9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBD6IB6zsxR3I2mgjOc63gozsxR3I2mgjOAZ9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBk_9P6epeh_jz08jNEqpuozVjF_OzS8jB2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1OkgpCHqj17_32uHJNJe9BoqMHa_uzsHjBXHA7ibm-Orfua9fBjUstiHmUDUMVDgaUEUMoxPcuSQR-N9f-N9RCaQfzOyReibm-XP3Oig9-wQfgwy3zpUsthoZFiQSuWyMua9fVjrOYag9Ji6sJObm-sy9zwq3zpUs2Qos1DHseDHpnOoV7DUMNwyfVXgcBjy9zB9fVjraUEopnDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-jg3yibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUsth6AHRHmFirI-2yfuwyMBjUstfHAnDUMP5y3hwq3ei6soY?src=directory&management_type=1&page=2&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fhideandseek-1%2Fredmi-5a-3gb-ram-32gb-rom-abu-abu-3-32gb%3Fsrc%3Dtopads&t=desktop
APPLE IPHONE 7 128GB ROSEGOLD GARANSI DISTRIBUTOR 1 TAHUNRp2.700.000Jakarta PusatELEPHONE(113),Rp2.700.000,5,Jakarta PusatELEPHONE,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEoAUFH_nhosrDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstpbm-7q3OBUsthosHFHseOHpUdbm-srcHi6s1FHmFiy3zwrfo5rM1i6sHFomd7HpHFosHa6AJRopjDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_3j78jO11_zouVJ7_uzzoJO11_zouVu2_JoGqMzUZMgsHBgtyfO6Q7BkQfBo8_ea_uz0o1OJqpVozJBN_M2-HJNJ13BHe72a3BxDHfUpZMWyH7NkysoGQJBkQfBoe7BpZ37OPM-W_Mh-qMY2__-Vo1Y1u9PgQuV73jz08u22HACqqMDp_VzSHVB1Z9z6ucz033Ou8JNWZ_-quVg0Z3BRq3UpZSCqHMhO3A-ZQcoc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMoUZSgqZVgkgJyNrV2AZ_g-qjV2_JoGPMoWQcNxupuMyp-tPMoc69Cqe7jfZ32Cq1hAZSxjuOgNguyNHVB9gI2-qMY23I2-HVxEeMgozsxR3AJdPOxEeMgozsxRZ3BRq3Ha_SgsQugM33NGPMep_Mh-qMY2_92CHJhk192o8jJa_92-oJO1ypov17BpZ3N6qMUpZMhyH7ND3uxGqMVAZ_g-qjj7_1H7P7NEe926uVBN_jz0HJNEe_z-QsnYUiFiP9oBrBY2gmUEUsnibm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_uPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEH_UaHsJDUSCaq3oB9f-2gmUEo_nFbm-SQfVD9fBjUstpwe?src=directory&page=2&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Felephone1414%2Fapple-iphone-7-128gb-rosegold-garansi-distributor-1-tahun-silver-128gb%3Fsrc%3Dtopads&dv=desktop&management_type=2
Iphone 11 64gb Bekas FullsetRp7.800.000Jakarta BaratBoboy Store(166),Rp7.800.000,5,Jakarta BaratBoboy Store,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEos1dH_jdo_1DUMVj9RzNrc1i6sJDUSC5rfB7q3YXUst7bm-7q3OBUsthosHFHseOHpUdbm-srcHi6syFHmFiy3zwrfo5rM1i6sHFomdaH_HfosrFoAHhHsUOomFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo81BpZ3O6HcoD692qu7gN3_-Sq1Y2Z_VHqB1h_BzuH1N1u_V6uV1h_BzuH1N_Z9o-Q9zDguxjPMoW1MgsHjNfyfOuq1Y2Z9P-q9P2yM7NPujau3Bvq1BE3uz0o1N1eMBqepV0_OzGQ1h11MOvuco7_7zZqJO2HAV6HB-23BzVHBBk3Mh6uOV2_JoGPMoWQcNxupuM3jP3POKaQcW-qMY2_1o-r7BW69BxufzFyMFNPfoW63Wju7dF3A-Dq7BkQfBoe7BpZ37N83V9gICiQABEy1rNPOKaQcW-qMY2_1o-r7BXzsVq3JtO3AoZqVtp_3Bvq12M_32ZgjOc6IPy8j-M3I2mgjOc6IPy8jV2_JoG8Bja69BqusB2yf7NHfHau3Bvq1BE_1zzP1Okz926qBjp_1zz8jO1Z9B6uVV2_JoG8Bja69BqusBE3BPc8ujagfBvq1BN_S20P1OJe_zvuVJa_Oz081OE3_C6e7tNUiFiP9oBrBY2gmUEUsnibm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_uPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEope7bm-FrMBsguYiq3ei6syFHmFigfYxQVY2gmUEHR7?page=2&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Flionelboy%2Fiphone-11-64gb-bekas-fullset-black%3Fsrc%3Dtopads&src=directory&management_type=1&t=desktop
REALME 2 PRO 4/64GB - FULLSET - GRADE BRp1.450.000Jakarta PusatSinar Mutiara Official Store,Rp1.450.000,0,Jakarta PusatSinar Mutiara Official Store,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_UaoAeNoAjNbm-xgVY789CBUsthbm-FQRo2PcB5QiUEoZFiPcBWgZUEH_ypHAU7o_Ha6mFiyRCsUstfHAnDUMVj9RosQR-BUstpHAHXoArh6AnhHAja6A1R6A1DUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_9j78jN1u_oozVJa_Ozso1YJ3_V68MoNZ3BRqujp1SByH7ND3uxGqMVAZ_g-qjOO_Oz-8JN13_z6qjjp_jzuP7Y1gRPoq1BpZ3O7QcuygIgsQu-Myp-6PMoWu3Bvq1BRZ3BRq3-W69ugHBu2_fB-8BB1qpu6uJ-23jHhq7Y1ZMOHuV-W_OzsPJYJ1Mxoq_nh_s-Zqu21z_-gqB2D_BPzq1hAZSgsQ3hXyurOgB2IuSPyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D69PsQ_B0gVP6HVKaQcW-qMY2_1o-r7BW69BxufzFyMFN8MVI69PyHMh0Z325q1OAZ9o-Qjyh3BxGouKp1MxqH7O2_fBGgjOk1MgozsxR3I2mgBxEeMgozsxR3I2Cq1hAZS2gHsBN3ByNq3oW6_osHBu2_fB-8jOJ_9u6zcod_7zC8JOJqRBvzV1p_7zuq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-81NEu9uouJVN_7zV8JOk39x68MrFZ3dFvZUDUSupg9-wq3ei6iUFUiFiy3hSUstiyfV7g3P5rSBwySBwrI-5gIusPmUDUMNOQ3-BrBY5gBYxgIHi6sJObm-XP3Oig9-wy3zp9R-BrZUEH_1DUMoxPVY2gIHi6BDfoZFaomFpHA179ZFiQBYsy3Njq3zxPcuwy3zpUstRHmFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMzBgiUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6sJ7opJFbm-FrMBsguYiq3ei6syFHmFigfYxQVY2gmUEHR7?src=directory&management_type=2&t=desktop&r_replacement=new&r=https%3A%2F%2Fwww.tokopedia.com%2Fsinarmutiaraofficial%2Frealme-2-pro-4-64gb-fullset-grade-b%3Fsrc%3Dtopads&page=2&dv=desktop
Infinix Hot 10s 4/64GB + 6/128GB Garansi ResmiRp1.699.000Jakarta Baratduniagadgetku(187),Rp1.699.000,5,Jakarta Baratduniagadgetku,https://www.tokopedia.com/duniagadgetku/infinix-hot-10s-4-64gb-6-128gb-garansi-resmi-4-64-green?whid=0
Xiaomi Poco M3 4/64 GB Garansi ResmiRp1.869.000Jakarta PusatGudang-HP(669)Bisa Tukar Tambah,Rp1.869.000,5,Jakarta PusatGudang-HP,https://www.tokopedia.com/gudang-hp/xiaomi-poco-m3-4-64-gb-garansi-resmi-kuning?whid=0
INFINIX HOT 10s 4/64 GB - GARANSI RESMIRp1.680.000Jakarta TimurWahana Selular(145)Bisa Tukar Tambah,Rp1.680.000,5,Jakarta TimurWahana Selular,https://www.tokopedia.com/wahanaselular/infinix-hot-10s-4-64-gb-garansi-resmi-purple?whid=0
Xiaomi Redmi 9c Ram 4 Rom 64 GB Garansi ResmiRp1.572.000Jakarta PusatBest Phone Cell(774)Bisa Tukar Tambah,Rp1.572.000,5,Jakarta PusatBest Phone Cell,https://www.tokopedia.com/best-phone-cell/xiaomi-redmi-9c-ram-4-rom-64-gb-garansi-resmi-biru?whid=0
INFINIX HOT 10S RAM 6/128 GARANSI RESMIRp2.005.000TangerangBintang Terang Cell(211)Bisa Tukar Tambah,Rp2.005.000,5,TangerangBintang Terang Cell,https://www.tokopedia.com/btc888/infinix-hot-10s-ram-6-128-garansi-resmi-green-nongift?whid=0
